==14169== NVPROF is profiling process 14169, command: ./gauss_gpu img/src/mountain_4096.jpg img/dest/mountain_4096.jpg 8 16
==14169== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==14169== Profiling application: ./gauss_gpu img/src/mountain_4096.jpg img/dest/mountain_4096.jpg 8 16
Width:4096, Height:2731 Size(in Bytes):134234112
block.x=8, block.y=16, grid.x=512, grid.y=171
Time: 50.806319
Done!
==14169== Profiling result:
==14169== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
Device "NVIDIA GeForce GT 1030 (0)"
    Kernel: ComputeConvolution(unsigned char*, unsigned char const *, int, int, float*, int)
          3                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          3                    dram_read_transactions                                       Device Memory Read Transactions      349576      351594      350872
          3                   dram_write_transactions                                      Device Memory Write Transactions      350393      350952      350723
          3                      dram_read_throughput                                         Device Memory Read Throughput  266.18MB/s  269.96MB/s  268.13MB/s
          3                     dram_write_throughput                                        Device Memory Write Throughput  265.80MB/s  269.37MB/s  268.01MB/s
          3                          dram_utilization                                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          3             half_precision_fu_utilization                              Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          3                          ecc_transactions                                                      ECC Transactions           0           0           0
          3                            ecc_throughput                                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          3                           dram_read_bytes                                Total bytes read from DRAM to L2 cache    11186432    11251008    11227925
          3                          dram_write_bytes                             Total bytes written from L2 cache to DRAM    11212576    11230464    11223136
